Drug1,Drug2,Drug3,Score
tamoxifen,methotrexate,hct116,-0.5128
erlotinib,ixabepilone,hct116,-0.5841
thioguanine,mitoxantrone,hct116,-0.1563
ixabepilone,streptozocin,hct116,-0.6589
teniposide_hct,pemetrexed,hct116,-0.1035
methotrexate,pralatrexate,hct116,-0.3762
methotrexate,anastrozole,hct116,-0.5598
methotrexate,sorafenib,hct116,-0.4771
imatinib,methotrexate,hct116,-0.5127
ixabepilone,methoxsalen,hct116,-0.6377
paclitaxel,thioguanine,hct116,-0.1676
ixabepilone,temozolomide_hct,hct116,-0.6365
etoposide,pemetrexed,hct116,-0.2277
cytarabine,pemetrexed,hct116,-0.0317
ixabepilone,sorafenib,hct116,-0.6428
methotrexate,dasatinib,hct116,-0.4948
etoposide,veliparib,hct116,0.2877
vinblastine,pemetrexed,hct116,-0.0308
methotrexate,bendamustine,hct116,-0.5406
methotrexate,hydroxyurea,hct116,-0.5609
aminolevulinicacid,methotrexate,hct116,-0.5462
ixabepilone,ifosfamide,hct116,-0.6552
clofarabine,vinorelbine,hct116,0.0501
ixabepilone,fulvestrant,hct116,-0.6543
mercaptopurine,pemetrexed,hct116,-0.1396
busulfan,cabazitaxel,hct116,-0.2566
ixabepilone,lapatinib,hct116,-0.6556
methotrexate,vinblastine,hct116,-0.5795
topotecan,pemetrexed,hct116,-0.0555
mercaptopurine,cytarabine,hct116,-0.1967
pemetrexed,exemestane,hct116,-0.4126
procarbazine,methotrexate,hct116,-0.5849
ixabepilone,pralatrexate,hct116,-0.6713
ixabepilone,nelarabine,hct116,-0.6692
ixabepilone,cyclophosphamide,hct116,-0.6891
ixabepilone,sunitinib,hct116,-0.6786
ixabepilone,imatinib,hct116,-0.6666
erlotinib,methotrexate,hct116,-0.5785
hydroxyurea,fluorouracil,hct116,-0.4873
methotrexate,exemestane,hct116,-0.3925
ixabepilone,capecitabine,hct116,-0.6639
mitoxantrone,vinorelbine,hct116,-0.1241
gemcitabine_hct,fluorouracil,hct116,-0.4682
methotrexate,teniposide_hct,hct116,-0.2087
methotrexate,fulvestrant,hct116,-0.6214
thioguanine,vinorelbine,hct116,-0.1066
clofarabine,teniposide_hct,hct116,-0.0001
ifosfamide,methotrexate,hct116,-0.5802
topotecan,romidepsin,hct116,-0.1474
cytarabine,mitoxantrone,hct116,-0.0419
ixabepilone,hydroxyurea,hct116,-0.7305
ixabepilone,imiquimod_hct,hct116,-0.6978
methotrexate,daunorubicin,hct116,-0.0954
clofarabine,etoposide,hct116,-0.1458
romidepsin,thioguanine,hct116,-0.1836
clofarabine,exemestane,hct116,-0.2326
daunorubicin,pemetrexed,hct116,-0.018
vorinostat,erlotinib,hct116,0.1765
imiquimod_hct,methotrexate,hct116,-0.6202
cytarabine,thioguanine,hct116,-0.1392
dacarbazine,cabazitaxel,hct116,-0.5104
romidepsin,mitoxantrone,hct116,-0.1668
pralatrexate,cabazitaxel,hct116,-0.2408
methotrexate,letrozole,hct116,-0.5941
estramustinephosphatesodium,methotrexate,hct116,-0.5345
docetaxel,pemetrexed,hct116,-0.0554
nilotinib,methotrexate,hct116,-0.5871
sorafenib,pemetrexed,hct116,-0.3028
sirolimus,fluorouracil,hct116,-0.2303
thioguanine,teniposide_hct,hct116,-0.0744
clofarabine,dexrazoxane,hct116,-0.1952
ixabepilone,dasatinib,hct116,-0.5959
paclitaxel,dexrazoxane,hct116,-0.1807
gemcitabine_hct,cladribine,hct116,-0.0774
hydroxyurea,cabazitaxel,hct116,-0.3329
fluorouracil,raloxifene,hct116,-0.5486
sunitinib,fluorouracil,hct116,-0.546
vorinostat,mk2206_hct,hct116,0.1679
thioguanine,etoposide,hct116,-0.0757
methotrexate,sirolimus,hct116,-0.5068
thioguanine,exemestane,hct116,-0.2991
nelarabine,methotrexate,hct116,-0.4998
clofarabine,chlorambucil,hct116,-0.2282
paclitaxel,vinorelbine,hct116,-0.2126
topotecan,dactolisib,hct116,-0.0161
etoposide,sunitinib,hct116,0.0053
paclitaxel,exemestane,hct116,-0.2218
vinblastine,thioguanine,hct116,-0.1383
docetaxel,mitoxantrone,hct116,-0.0336
abiraterone,cabazitaxel,hct116,-0.5766
ixabepilone,allopurinol,hct116,-0.6152
topotecan,thioguanine,hct116,-0.1213
sunitinib,cabazitaxel,hct116,-0.5112
thalidomide_hct,cabazitaxel,hct116,-0.3477
mitoxantrone,exemestane,hct116,-0.3459
ixabepilone,tamoxifen,hct116,-0.7722
mercaptopurine,mitoxantrone,hct116,-0.0425
methoxsalen,cabazitaxel,hct116,-0.4269
paclitaxel,etoposide,hct116,-0.1734
romidepsin,paclitaxel,hct116,-0.1031
ixabepilone,bendamustine,hct116,-0.6739
docetaxel,thioguanine,hct116,-0.1218
doxorubicin,bortezomib,hct116,-0.3391
vorinostat,lapatinib,hct116,0.1966
crizotinib,pemetrexed,hct116,-0.2839
cytarabine,exemestane,hct116,-0.2321
mepacrine,pemetrexed,hct116,-0.214
methotrexate,doxorubicin,hct116,-0.6485
topotecan,mitoxantrone,hct116,-0.0505
ixabepilone,sirolimus,hct116,-0.6671
capecitabine,cabazitaxel,hct116,-0.5803
mepacrine,thioguanine,hct116,-0.0631
paclitaxel,teniposide_hct,hct116,-0.2235
ixabepilone,thalidomide_hct,hct116,-0.6436
celecoxib,methotrexate,hct116,-0.5306
topotecan,gemcitabine_hct,hct116,-0.2593
temozolomide_hct,methotrexate,hct116,-0.5076
clofarabine,daunorubicin,hct116,0.0015
paclitaxel,gemcitabine_hct,hct116,0.0053
sorafenib,mitoxantrone,hct116,-0.3267
mercaptopurine,thioguanine,hct116,-0.0278
romidepsin,etoposide,hct116,-0.1897
ixabepilone,anastrozole,hct116,-0.668
pemetrexed,crizotinib,hct116,-0.294
cabazitaxel,crizotinib,hct116,-0.5183
topotecan,azacitidine,hct116,-0.2486
topotecan,paclitaxel,hct116,-0.2882
fulvestrant,cabazitaxel,hct116,-0.6002
cladribine,cabazitaxel,hct116,-0.5866
ixabepilone,nilotinib,hct116,-0.6641
thioguanine,chlorambucil,hct116,-0.2302
decitabine,valrubicin,hct116,-0.2785
methoxsalen,methotrexate,hct116,-0.5894
sirolimus,cytarabine,hct116,-0.2622
ixabepilone,celecoxib,hct116,-0.6736
dactinomycin,cabazitaxel,hct116,-0.4868
romidepsin,dactinomycin,hct116,-0.0829
topotecan,cladribine,hct116,-0.2426
mercaptopurine,romidepsin,hct116,-0.0343
axitinib,cabazitaxel,hct116,-0.5317
mitotane,fluorouracil,hct116,-0.5347
sirolimus,pemetrexed,hct116,-0.2898
chlorambucil,pemetrexed,hct116,-0.2511
pralatrexate,thioguanine,hct116,-0.1015
anastrozole,cytarabine,hct116,-0.3148
thalidomide_hct,methotrexate,hct116,-0.5932
vorinostat,pemetrexed,hct116,-0.245
mitotane,cabazitaxel,hct116,-0.4998
procarbazine,valrubicin,hct116,-0.4444
gemcitabine_hct,mercaptopurine,hct116,-0.0184
azacitidine,gemcitabine_hct,hct116,-0.1992
dactinomycin,fluorouracil,hct116,-0.6082
bortezomib,romidepsin,hct116,-0.1946
pralatrexate,pemetrexed,hct116,-0.166
allopurinol,methotrexate,hct116,-0.5938
estramustinephosphatesodium,pemetrexed,hct116,-0.4086
clofarabine,valrubicin,hct116,-0.2552
dasatinib,cabazitaxel,hct116,-0.4909
cytarabine,dexrazoxane,hct116,-0.2571
valrubicin,thiotepa,hct116,-0.1139
vismodegib,cabazitaxel,hct116,-0.6268
cytarabine,vinorelbine,hct116,-0.0509
sunitinib,cytarabine,hct116,-0.3143
paclitaxel,daunorubicin,hct116,-0.1221
thiotepa,thioguanine,hct116,-0.1457
pralatrexate,mitoxantrone,hct116,-0.1304
sunitinib,erlotinib,hct116,0.0659
gefitinib,cabazitaxel,hct116,-0.6819
sorafenib,thioguanine,hct116,-0.1969
mepacrine,mitoxantrone,hct116,-0.333
lapatinib,cytarabine,hct116,-0.3785
fludarabine,cytarabine,hct116,-0.523
topotecan,mercaptopurine,hct116,-0.2935
megestrolacetate,pemetrexed,hct116,-0.4146
romidepsin,dexrazoxane,hct116,-0.2038
bortezomib,azacitidine,hct116,-0.2675
cytarabine,teniposide_hct,hct116,-0.0216
busulfan,pemetrexed,hct116,-0.3609
bortezomib,gemcitabine_hct,hct116,-0.3714
romidepsin,vinorelbine,hct116,-0.1824
fludarabine,methotrexate,hct116,-0.4633
valrubicin,pemetrexed,hct116,-0.42
etoposide,vinorelbine,hct116,-0.1376
capecitabine,cytarabine,hct116,-0.3967
dasatinib,pemetrexed,hct116,-0.3676
topotecan,exemestane,hct116,-0.1775
romidepsin,gemcitabine_hct,hct116,-0.0302
paclitaxel,cladribine,hct116,0.1127
streptozocin,cabazitaxel,hct116,-0.6714
mercaptopurine,exemestane,hct116,-0.225
bortezomib,pemetrexed,hct116,-0.4093
methotrexate,gefitinib,hct116,-0.4718
fulvestrant,valrubicin,hct116,-0.3862
valrubicin,dasatinib,hct116,-0.464
romidepsin,teniposide_hct,hct116,-0.2175
methoxsalen,valrubicin,hct116,-0.5027
azacitidine,paclitaxel,hct116,-0.1383
fludarabine,cabazitaxel,hct116,-0.626
paclitaxel,dactinomycin,hct116,0.2226
methotrexate,altretamine,hct116,-0.4471
topotecan,mepacrine,hct116,-0.22
bortezomib,paclitaxel,hct116,-0.3425
thiotepa,pemetrexed,hct116,-0.2821
methotrexate,dacarbazine,hct116,-0.4376
etoposide,dexrazoxane,hct116,-0.1813
sunitinib,lapatinib,hct116,0.0656
dexrazoxane,vinorelbine,hct116,-0.2021
aminolevulinicacid,cabazitaxel,hct116,-0.318
etoposide,exemestane,hct116,-0.2773
lapatinib,cabazitaxel,hct116,-0.6618
decitabine,exemestane,hct116,-0.2226
azacitidine,cladribine,hct116,-0.0897
topotecan,vinorelbine,hct116,-0.1073
paclitaxel,chlorambucil,hct116,-0.228
docetaxel,exemestane,hct116,-0.2286
hydroxyurea,pemetrexed,hct116,-0.4784
cyclophosphamide,cabazitaxel,hct116,-0.284
vorinostat,thioguanine,hct116,-0.079
teniposide_hct,vinorelbine,hct116,-0.0164
aminolevulinicacid,pemetrexed,hct116,-0.461
sunitinib,mk2206_hct,hct116,-0.0545
mercaptopurine,vinorelbine,hct116,-0.0193
pralatrexate,cytarabine,hct116,-0.4309
cabazitaxel,axitinib,hct116,-0.6511
methoxsalen,pemetrexed,hct116,-0.4553
allopurinol,pemetrexed,hct116,-0.444
ifosfamide,cabazitaxel,hct116,-0.7359
busulfan,valrubicin,hct116,-0.2577
teniposide_hct,etoposide,hct116,-0.0035
pemetrexed,abiraterone,hct116,-0.4491
fulvestrant,cytarabine,hct116,-0.3253
vinorelbine,exemestane,hct116,-0.2391
mepacrine,romidepsin,hct116,-0.2775
thiotepa,mitoxantrone,hct116,-0.3265
pemetrexed,gefitinib,hct116,-0.4164
pralatrexate,valrubicin,hct116,-0.0954
cytarabine,daunorubicin,hct116,-0.0755
mitotane,cytarabine,hct116,-0.3588
docetaxel,dexrazoxane,hct116,-0.1169
imatinib,cabazitaxel,hct116,-0.6086
mepacrine,azacitidine,hct116,0.0525
docetaxel,vinorelbine,hct116,-0.1476
romidepsin,daunorubicin,hct116,-0.2187
busulfan,thioguanine,hct116,-0.3185
thioguanine,crizotinib,hct116,-0.1821
methotrexate,pazopanib,hct116,-0.4661
docetaxel,etoposide,hct116,-0.1183
valrubicin,cabazitaxel,hct116,-0.7706
lenalidomide_hct,cabazitaxel,hct116,-0.7108
vandetanib,cabazitaxel,hct116,-0.5965
altretamine,pemetrexed,hct116,-0.4595
teniposide_hct,exemestane,hct116,-0.2318
bortezomib,mepacrine,hct116,-0.2384
ixabepilone,letrozole,hct116,-0.6876
topotecan,dexrazoxane,hct116,-0.1632
ruxolitinib,cabazitaxel,hct116,-0.6243
fludarabine,mitoxantrone,hct116,-0.248
nelarabine,cabazitaxel,hct116,-0.494
vorinostat,dasatinib,hct116,0.1977
romidepsin,chlorambucil,hct116,-0.2209
gemcitabine_hct,pemetrexed,hct116,-0.3441
fludarabine,thioguanine,hct116,-0.2397
pemetrexed,pazopanib,hct116,-0.4524
sunitinib,dasatinib,hct116,-0.1398
streptozocin,valrubicin,hct116,-0.3583
cyclophosphamide,methotrexate,hct116,-0.5722
cytarabine,chlorambucil,hct116,-0.2713
vinblastine,etoposide,hct116,-0.1704
ixabepilone,pemetrexed,hct116,-0.4454
paclitaxel,axitinib,hct116,-0.4802
chlorambucil,etoposide,hct116,-0.2048
chlorambucil,teniposide_hct,hct116,-0.181
cytarabine,celecoxib,hct116,-0.565
doxorubicin,cytarabine,hct116,-0.4398
decitabine,vinorelbine,hct116,-0.21
docetaxel,teniposide_hct,hct116,-0.1324
docetaxel,valrubicin,hct116,-0.4795
dexrazoxane,exemestane,hct116,-0.1732
topotecan,etoposide,hct116,-0.1591
pemetrexed,doxorubicin,hct116,-0.4186
sirolimus,exemestane,hct116,-0.2469
thalidomide_hct,pemetrexed,hct116,-0.3953
topotecan,teniposide_hct,hct116,-0.1581
thioguanine,dacarbazine,hct116,-0.3688
tamoxifen,cytarabine,hct116,-0.4754
clofarabine,vismodegib,hct116,-0.3378
megestrolacetate,cabazitaxel,hct116,-0.6505
romidepsin,floxuridine,hct116,-0.147
cladribine,thioguanine,hct116,-0.1925
vorinostat,mitoxantrone,hct116,-0.2096
vinblastine,exemestane,hct116,-0.2346
decitabine,romidepsin,hct116,-0.3218
vinblastine,vinorelbine,hct116,-0.2325
paclitaxel,gefitinib,hct116,-0.3683
procarbazine,cabazitaxel,hct116,-0.6709
anastrozole,pemetrexed,hct116,-0.5215
pemetrexed,raloxifene,hct116,-0.4623
decitabine,etoposide,hct116,-0.1312
pralatrexate,etoposide,hct116,-0.0393
methotrexate,axitinib,hct116,-0.3904
decitabine,topotecan,hct116,-0.2064
chlorambucil,vinorelbine,hct116,-0.1935
mercaptopurine,paclitaxel,hct116,-0.1846
erlotinib,cytarabine,hct116,-0.5118
estramustinephosphatesodium,valrubicin,hct116,-0.4659
romidepsin,thiotepa,hct116,-0.2293
mitoxantrone,gefitinib,hct116,-0.5241
clofarabine,abiraterone,hct116,-0.319
decitabine,teniposide_hct,hct116,-0.1557
thioguanine,axitinib,hct116,-0.297
azacitidine,mitoxantrone,hct116,-0.2186
sorafenib,vinorelbine,hct116,-0.2078
pemetrexed,lenalidomide_hct,hct116,-0.4493
bortezomib,dactinomycin,hct116,-0.3621
mepacrine,exemestane,hct116,-0.3066
mepacrine,etoposide,hct116,-0.0918
crizotinib,thioguanine,hct116,-0.169
dasatinib,thioguanine,hct116,-0.2975
mercaptopurine,etoposide,hct116,-0.0312
topotecan,thiotepa,hct116,-0.4044
megestrolacetate,mitoxantrone,hct116,-0.4595
daunorubicin,exemestane,hct116,-0.2784
azacitidine,dactinomycin,hct116,0.0785
clofarabine,crizotinib,hct116,-0.1973
imiquimod_hct,cytarabine,hct116,-0.5895
mercaptopurine,teniposide_hct,hct116,-0.0125
cladribine,pemetrexed,hct116,-0.2983
clofarabine,megestrolacetate,hct116,-0.3293
cladribine,mitoxantrone,hct116,-0.2378
daunorubicin,etoposide,hct116,-0.1848
clofarabine,vandetanib,hct116,-0.3117
capecitabine,valrubicin,hct116,-0.2665
vinblastine,teniposide_hct,hct116,-0.1864
gemcitabine_hct,floxuridine,hct116,-0.1048
sorafenib,teniposide_hct,hct116,-0.2125
mepacrine,vinorelbine,hct116,-0.128
dacarbazine,mitoxantrone,hct116,-0.3287
mercaptopurine,cladribine,hct116,-0.0663
mepacrine,teniposide_hct,hct116,-0.1212
mercaptopurine,dexrazoxane,hct116,-0.1036
sorafenib,etoposide,hct116,-0.0744
decitabine,gemcitabine_hct,hct116,-0.2057
mepacrine,cladribine,hct116,-0.0697
bendamustine,cabazitaxel,hct116,-0.7557
clofarabine,dacarbazine,hct116,-0.3028
chlorambucil,exemestane,hct116,-0.1095
vorinostat,romidepsin,hct116,-0.5354
bortezomib,thioguanine,hct116,-0.3377
paclitaxel,thiotepa,hct116,-0.0843
streptozocin,mitoxantrone,hct116,-0.3167
raloxifene,cabazitaxel,hct116,-0.7667
mepacrine,mercaptopurine,hct116,0.0087
pemetrexed,vismodegib,hct116,-0.4567
cyclophosphamide,pemetrexed,hct116,-0.4446
dasatinib,cytarabine,hct116,-0.3306
sorafenib,exemestane,hct116,-0.1632
aminolevulinicacid,thioguanine,hct116,-0.4006
clofarabine,pazopanib,hct116,-0.3628
docetaxel,daunorubicin,hct116,-0.0615
daunorubicin,vinorelbine,hct116,-0.0932
bortezomib,mitoxantrone,hct116,-0.2608
vorinostat,geldanamycin_hct,hct116,-0.0703
allopurinol,thioguanine,hct116,-0.3856
paclitaxel,vismodegib,hct116,-0.5113
topotecan,daunorubicin,hct116,-0.0198
paclitaxel,floxuridine,hct116,-0.0227
methoxsalen,mitoxantrone,hct116,-0.3864
vorinostat,gemcitabine_hct,hct116,-0.2432
mepacrine,paclitaxel,hct116,-0.1837
fulvestrant,pemetrexed,hct116,-0.4604
paclitaxel,altretamine,hct116,-0.2901
decitabine,cladribine,hct116,-0.2565
vorinostat,vinorelbine,hct116,-0.1328
vorinostat,exemestane,hct116,-0.2581
mitotane,pemetrexed,hct116,-0.4967
daunorubicin,teniposide_hct,hct116,-0.1332
letrozole,pemetrexed,hct116,-0.4733
sorafenib,dexrazoxane,hct116,-0.0595
sirolimus,vinorelbine,hct116,-0.2528
pemetrexed,vemurafenib_hct,hct116,-0.4487
topotecan,dasatinib,hct116,-0.3519
clofarabine,raloxifene,hct116,-0.3471
valrubicin,hydroxyurea,hct116,-0.3947
paclitaxel,dacarbazine,hct116,-0.3186
thiotepa,exemestane,hct116,-0.22
sunitinib,pemetrexed,hct116,-0.4327
vorinostat,etoposide,hct116,-0.0995
nilotinib,pemetrexed,hct116,-0.4609
topotecan,aminolevulinicacid,hct116,-0.3064
thioguanine,vismodegib,hct116,-0.3878
thiotepa,vinorelbine,hct116,-0.2163
pemetrexed,vandetanib,hct116,-0.4256
letrozole,cabazitaxel,hct116,-0.4144
ixabepilone,mitoxantrone,hct116,-0.3308
sirolimus,valrubicin,hct116,-0.2529
clofarabine,altretamine,hct116,-0.3681
pemetrexed,ruxolitinib,hct116,-0.4277
clofarabine,vemurafenib_hct,hct116,-0.3654
hydroxyurea,exemestane,hct116,-0.2952
thioguanine,vemurafenib_hct,hct116,-0.3781
cabazitaxel,pazopanib,hct116,-0.6629
cytarabine,crizotinib,hct116,-0.2347
azacitidine,thiotepa,hct116,-0.071
mercaptopurine,chlorambucil,hct116,-0.0991
thioguanine,megestrolacetate,hct116,-0.4379
celecoxib,thioguanine,hct116,-0.3802
letrozole,thioguanine,hct116,-0.417
bortezomib,busulfan,hct116,-0.2963
romidepsin,clofarabine,hct116,-0.2667
decitabine,daunorubicin,hct116,-0.1795
mitotane,thioguanine,hct116,-0.4234
romidepsin,docetaxel,hct116,-0.2514
mercaptopurine,daunorubicin,hct116,-0.0808
sunitinib,thioguanine,hct116,-0.4095
ifosfamide,valrubicin,hct116,-0.4683
paclitaxel,abiraterone,hct116,-0.5501
capecitabine,pemetrexed,hct116,-0.4844
docetaxel,chlorambucil,hct116,-0.2127
sirolimus,etoposide,hct116,-0.2048
bortezomib,vorinostat,hct116,-0.2276
crizotinib,exemestane,hct116,-0.201
nelarabine,cytarabine,hct116,-0.3956
pemetrexed,axitinib,hct116,-0.3717
imatinib,pemetrexed,hct116,-0.4853
mercaptopurine,thiotepa,hct116,-0.0419
busulfan,romidepsin,hct116,-0.3119
sirolimus,teniposide_hct,hct116,-0.2135
lapatinib,pemetrexed,hct116,-0.4555
vorinostat,teniposide_hct,hct116,-0.1327
paclitaxel,ruxolitinib,hct116,-0.5471
cladribine,thiotepa,hct116,-0.2694
vemurafenib_hct,pemetrexed,hct116,-0.4839
gemcitabine_hct,thiotepa,hct116,-0.1099
pralatrexate,dexrazoxane,hct116,-0.0252
ixabepilone,thioguanine,hct116,-0.3654
thiotepa,etoposide,hct116,-0.1203
bendamustine,thioguanine,hct116,-0.3515
etoposide,lapatinib,hct116,0.0874
decitabine,paclitaxel,hct116,-0.1337
vorinostat,cladribine,hct116,-0.1018
docetaxel,paclitaxel,hct116,-0.1222
temozolomide_hct,pemetrexed,hct116,-0.5102
thalidomide_hct,gemcitabine_hct,hct116,-0.2786
fluorouracil,veliparib,hct116,0.177
azacitidine,exemestane,hct116,-0.3048
letrozole,mitoxantrone,hct116,-0.4486
imiquimod_hct,mitoxantrone,hct116,-0.3868
crizotinib,etoposide,hct116,-0.0783
topotecan,ifosfamide,hct116,-0.303
romidepsin,crizotinib,hct116,-0.275
capecitabine,mitoxantrone,hct116,-0.442
topotecan,lapatinib,hct116,-0.314
nelarabine,pemetrexed,hct116,-0.5016
vinblastine,daunorubicin,hct116,-0.0417
anastrozole,valrubicin,hct116,-0.5035
vorinostat,paclitaxel,hct116,-0.0925
etoposide,erlotinib,hct116,0.0259
vemurafenib_hct,thioguanine,hct116,-0.4466
cytarabine,lenalidomide_hct,hct116,-0.3082
dacarbazine,pemetrexed,hct116,-0.4037
etoposide,crizotinib,hct116,-0.113
paclitaxel,raloxifene,hct116,-0.4616
topotecan,chlorambucil,hct116,-0.199
etoposide,mk2206_hct,hct116,0.0285
azacitidine,floxuridine,hct116,-0.1149
topotecan,allopurinol,hct116,-0.3757
thiotepa,dexrazoxane,hct116,-0.0648
paclitaxel,megestrolacetate,hct116,-0.3624
decitabine,chlorambucil,hct116,-0.1501
romidepsin,sirolimus,hct116,-0.2522
vorinostat,azacitidine,hct116,-0.0601
romidepsin,gefitinib,hct116,-0.2852
chlorambucil,daunorubicin,hct116,-0.1398
hydroxyurea,vinorelbine,hct116,-0.3261
temozolomide_hct,thioguanine,hct116,-0.4334
cladribine,floxuridine,hct116,-0.1986
busulfan,exemestane,hct116,-0.2131
azacitidine,vinorelbine,hct116,-0.1764
cytarabine,gefitinib,hct116,-0.3373
busulfan,paclitaxel,hct116,-0.1782
bortezomib,docetaxel,hct116,-0.4121
clofarabine,gefitinib,hct116,-0.342
dactinomycin,pemetrexed,hct116,-0.5501
estramustinephosphatesodium,mitoxantrone,hct116,-0.3116
decitabine,mercaptopurine,hct116,-0.1545
romidepsin,fludarabine,hct116,-0.2626
thalidomide_hct,mitoxantrone,hct116,-0.4669
gemcitabine_hct,thioguanine,hct116,-0.311
mepacrine,chlorambucil,hct116,-0.1999
thioguanine,abiraterone,hct116,-0.326
imatinib,thioguanine,hct116,-0.4518
thalidomide_hct,exemestane,hct116,-0.2488
mepacrine,dactinomycin,hct116,-0.1794
exemestane,crizotinib,hct116,-0.2396
bortezomib,doxorubicin,hct116,-0.3519
topotecan,temozolomide_hct,hct116,-0.4217
temozolomide_hct,mitoxantrone,hct116,-0.3911
geldanamycin_hct,topotecan,hct116,-0.1647
clofarabine,lenalidomide_hct,hct116,-0.3125
mepacrine,daunorubicin,hct116,-0.2315
decitabine,azacitidine,hct116,-0.2116
procarbazine,thioguanine,hct116,-0.3774
methotrexate,raloxifene,hct116,-0.4838
busulfan,gemcitabine_hct,hct116,-0.2315
topotecan,thalidomide_hct,hct116,-0.0482
pralatrexate,exemestane,hct116,-0.1152
methoxsalen,romidepsin,hct116,-0.3284
dacarbazine,vinorelbine,hct116,-0.2263
topotecan,nilotinib,hct116,-0.3477
gemcitabine_hct,mitoxantrone,hct116,-0.2806
floxuridine,megestrolacetate,hct116,-0.3926
fludarabine,etoposide,hct116,-0.1569
ixabepilone,etoposide,hct116,-0.2022
etoposide,vorinostat,hct116,-0.0654
teniposide_hct,crizotinib,hct116,-0.0711
thiotepa,teniposide_hct,hct116,-0.2147
romidepsin,vandetanib,hct116,-0.2676
topotecan,vinblastine,hct116,-0.4729
clofarabine,cladribine,hct116,-0.1264
topotecan,imatinib,hct116,-0.3495
vinblastine,bortezomib,hct116,-0.1658
floxuridine,dactinomycin,hct116,-0.1074
dasatinib,romidepsin,hct116,-0.2945
cytarabine,dacarbazine,hct116,-0.3529
fludarabine,vinorelbine,hct116,-0.2525
bendamustine,valrubicin,hct116,-0.1242
etoposide,axitinib,hct116,-0.1776
bortezomib,exemestane,hct116,-0.2639
topotecan,anastrozole,hct116,-0.4683
vorinostat,dexrazoxane,hct116,-0.0795
vinblastine,chlorambucil,hct116,-0.2208
pralatrexate,vinorelbine,hct116,-0.1056
thioguanine,doxorubicin,hct116,-0.3344
topotecan,fludarabine,hct116,-0.453
busulfan,teniposide_hct,hct116,-0.2986
cytarabine,abiraterone,hct116,-0.3365
busulfan,azacitidine,hct116,-0.2624
bortezomib,sunitinib,hct116,-0.3397
romidepsin,lenalidomide_hct,hct116,-0.2737
hydroxyurea,romidepsin,hct116,-0.2228
pralatrexate,teniposide_hct,hct116,-0.0833
cytarabine,axitinib,hct116,-0.331
estramustinephosphatesodium,vinorelbine,hct116,-0.3092
vorinostat,dactinomycin,hct116,-0.0124
topotecan,imiquimod_hct,hct116,-0.3219
azacitidine,docetaxel,hct116,-0.1707
bortezomib,imiquimod_hct,hct116,-0.3128
streptozocin,romidepsin,hct116,-0.2813
pralatrexate,romidepsin,hct116,-0.5492
gemcitabine_hct,mitotane,hct116,-0.2564
valrubicin,nelarabine,hct116,-0.6829
etoposide,doxorubicin,hct116,-0.353
romidepsin,axitinib,hct116,-0.2725
procarbazine,romidepsin,hct116,-0.2963
cytarabine,ruxolitinib,hct116,-0.3151
exemestane,gefitinib,hct116,-0.2734
romidepsin,temozolomide_hct,hct116,-0.2913
